Warehouse ID,Product ID,Product Name,Category,Quantity in Stock,Location,Supplier,Restock Frequency,Average Delivery Time (days),Stock Value (USD),Storage Temperature (C),Shelf Life (days),Hazardous Material,Reorder Level,Daily Sales (units),Daily Restock (units),Stock Level (units),Sales Forecast (units),Latitude,Longitude,State
8,198,Sofa,Groceries,395,Chicago,Supplier A,Monthly,11,290.92,13.0,169,Yes,73,33,44,51,20,41.8781,-87.6298,IL
2,139,Laptop,Electronics,43,New York,Supplier D,Quarterly,1,143.61,3.2,104,Yes,89,14,36,474,14,40.7128,-74.006,NY
9,166,Bananas,Furniture,454,Houston,Supplier D,Weekly,11,294.99,15.6,129,No,21,48,33,212,40,29.7604,-95.3698,TX
1,124,T-Shirt,Clothing,151,Chicago,Supplier A,Quarterly,3,626.76,17.6,174,Yes,94,47,10,216,6,41.8781,-87.6298,IL
9,154,Sneakers,Electronics,296,Houston,Supplier B,Quarterly,12,828.14,-8.7,204,Yes,82,41,34,76,12,29.7604,-95.3698,TX
1,183,Sofa,Electronics,63,Chicago,Supplier C,Weekly,9,508.14,15.6,338,Yes,20,19,45,466,41,41.8781,-87.6298,IL
2,151,T-Shirt,Electronics,130,Phoenix,Supplier A,Monthly,2,111.47,-5.3,250,No,17,40,13,495,7,33.4484,-112.074,AZ
6,143,Sofa,Clothing,255,Chicago,Supplier A,Monthly,14,256.82,8.6,352,No,69,15,25,204,45,41.8781,-87.6298,IL
6,197,Laptop,Groceries,463,Phoenix,Supplier A,Weekly,5,351.69,19.1,39,Yes,35,10,44,166,30,33.4484,-112.074,AZ
1,184,Bananas,Furniture,343,New York,Supplier D,Quarterly,3,639.77,18.1,75,No,41,2,33,480,16,40.7128,-74.006,NY
7,155,T-Shirt,Footwear,214,Phoenix,Supplier B,Weekly,12,254.18,2.0,146,No,48,2,10,383,8,33.4484,-112.074,AZ
8,154,Sneakers,Footwear,73,Los Angeles,Supplier A,Quarterly,12,241.59,0.9,33,No,13,21,24,61,14,34.0522,-118.2437,CA
2,186,Laptop,Furniture,431,New York,Supplier D,Weekly,13,293.34,7.6,342,Yes,98,12,5,305,48,40.7128,-74.006,NY
8,169,Laptop,Clothing,104,Chicago,Supplier A,Weekly,5,596.6,-2.5,267,Yes,53,10,10,279,20,41.8781,-87.6298,IL
9,176,Sofa,Footwear,158,Chicago,Supplier A,Monthly,7,497.7,29.0,323,Yes,92,12,39,260,28,41.8781,-87.6298,IL
6,186,Laptop,Electronics,272,Los Angeles,Supplier B,Monthly,1,843.22,3.8,60,No,44,39,47,76,6,34.0522,-118.2437,CA
5,172,T-Shirt,Footwear,315,Chicago,Supplier D,Weekly,3,700.95,26.9,159,No,60,2,27,209,30,41.8781,-87.6298,IL
9,180,Sofa,Furniture,238,New York,Supplier C,Weekly,11,670.15,26.3,270,Yes,60,1,36,469,4,40.7128,-74.006,NY
9,165,Laptop,Electronics,303,New York,Supplier B,Monthly,13,163.1,4.6,110,Yes,38,2,33,37,36,40.7128,-74.006,NY
1,118,Sneakers,Footwear,372,Phoenix,Supplier C,Quarterly,6,64.68,0.2,54,Yes,87,23,28,93,3,33.4484,-112.074,AZ
3,182,T-Shirt,Furniture,158,Houston,Supplier D,Monthly,7,514.9,20.8,290,Yes,94,28,40,134,10,29.7604,-95.3698,TX
9,106,Sneakers,Clothing,109,Chicago,Supplier D,Quarterly,10,80.93,-0.8,77,No,45,17,43,239,38,41.8781,-87.6298,IL
2,162,Sneakers,Furniture,9,Los Angeles,Supplier C,Monthly,3,370.38,10.8,81,Yes,87,40,3,412,27,34.0522,-118.2437,CA
4,141,Sofa,Clothing,321,New York,Supplier D,Monthly,4,35.85,-5.6,359,No,69,21,31,136,18,40.7128,-74.006,NY
4,141,Bananas,Electronics,59,New York,Supplier B,Quarterly,6,185.04,5.4,178,Yes,24,44,29,223,45,40.7128,-74.006,NY
2,158,Sofa,Furniture,358,New York,Supplier A,Weekly,5,119.26,-6.9,128,Yes,60,34,44,148,11,40.7128,-74.006,NY
3,119,T-Shirt,Groceries,192,Houston,Supplier C,Monthly,11,802.98,1.3,96,No,59,9,45,400,36,29.7604,-95.3698,TX
3,172,T-Shirt,Groceries,136,Houston,Supplier A,Monthly,9,352.66,16.6,239,Yes,64,17,44,397,40,29.7604,-95.3698,TX
1,116,Sofa,Groceries,251,Chicago,Supplier C,Monthly,13,88.06,29.7,277,Yes,21,49,42,252,35,41.8781,-87.6298,IL
6,126,Bananas,Groceries,379,Los Angeles,Supplier A,Weekly,12,272.83,0.2,148,No,59,42,21,79,44,34.0522,-118.2437,CA
8,146,Sofa,Groceries,436,Houston,Supplier A,Monthly,1,685.98,8.9,257,No,71,45,32,244,13,29.7604,-95.3698,TX
3,101,T-Shirt,Clothing,146,Phoenix,Supplier B,Weekly,13,748.18,7.9,132,Yes,14,32,28,318,23,33.4484,-112.074,AZ
5,162,Bananas,Furniture,347,Houston,Supplier A,Monthly,5,128.67,-2.6,318,No,36,5,21,461,43,29.7604,-95.3698,TX
1,161,T-Shirt,Electronics,466,New York,Supplier C,Quarterly,11,780.78,14.4,269,No,88,14,47,367,9,40.7128,-74.006,NY
7,199,Bananas,Groceries,352,Los Angeles,Supplier A,Monthly,1,376.85,19.0,261,Yes,99,46,35,450,4,34.0522,-118.2437,CA
1,118,Bananas,Groceries,58,Chicago,Supplier D,Monthly,8,682.59,-4.1,319,Yes,18,47,30,120,43,41.8781,-87.6298,IL
9,116,Sofa,Electronics,177,Houston,Supplier A,Weekly,7,674.79,20.3,183,Yes,44,25,47,309,40,29.7604,-95.3698,TX
8,168,Sofa,Electronics,288,New York,Supplier A,Weekly,5,795.66,18.0,199,No,22,22,17,122,31,40.7128,-74.006,NY
7,138,Sofa,Groceries,245,Phoenix,Supplier D,Weekly,6,700.21,-2.1,188,No,53,5,29,212,3,33.4484,-112.074,AZ
7,181,Bananas,Clothing,48,Phoenix,Supplier D,Quarterly,4,48.48,16.0,142,Yes,55,38,48,284,36,33.4484,-112.074,AZ
5,170,Bananas,Electronics,301,Chicago,Supplier C,Quarterly,9,524.29,5.7,80,Yes,77,9,2,254,17,41.8781,-87.6298,IL
5,180,T-Shirt,Furniture,438,Chicago,Supplier D,Weekly,14,174.52,17.2,65,Yes,86,31,33,18,16,41.8781,-87.6298,IL
5,138,Sneakers,Furniture,356,Houston,Supplier D,Quarterly,3,970.26,9.8,42,Yes,83,41,4,263,39,29.7604,-95.3698,TX
1,135,Sofa,Clothing,100,Chicago,Supplier C,Weekly,2,263.28,-8.1,247,No,62,21,49,277,2,41.8781,-87.6298,IL
8,139,T-Shirt,Footwear,213,New York,Supplier C,Quarterly,7,425.91,21.5,272,Yes,10,36,39,41,5,40.7128,-74.006,NY
1,144,T-Shirt,Clothing,302,New York,Supplier A,Weekly,13,204.74,12.2,252,No,20,1,25,423,33,40.7128,-74.006,NY
4,103,Laptop,Groceries,480,New York,Supplier B,Weekly,2,143.24,19.0,237,No,59,22,5,457,13,40.7128,-74.006,NY
9,124,Sofa,Footwear,415,Houston,Supplier C,Quarterly,13,604.92,-5.0,298,Yes,18,23,4,364,12,29.7604,-95.3698,TX
9,168,T-Shirt,Groceries,165,Houston,Supplier D,Monthly,6,498.25,18.9,251,No,47,23,29,394,19,29.7604,-95.3698,TX
5,129,Laptop,Furniture,400,Chicago,Supplier A,Weekly,11,380.91,6.5,317,No,96,15,37,31,22,41.8781,-87.6298,IL
4,175,Sofa,Electronics,430,Houston,Supplier D,Weekly,8,94.56,22.0,41,No,22,46,8,298,40,29.7604,-95.3698,TX
3,167,Bananas,Groceries,126,New York,Supplier C,Monthly,3,738.6,14.0,216,Yes,14,1,20,461,8,40.7128,-74.006,NY
3,187,Laptop,Furniture,302,Los Angeles,Supplier B,Weekly,3,15.8,4.2,198,Yes,34,6,41,453,44,34.0522,-118.2437,CA
5,128,Bananas,Clothing,462,New York,Supplier A,Weekly,3,463.08,-1.9,322,Yes,19,40,6,315,4,40.7128,-74.006,NY
1,172,Sneakers,Groceries,121,Los Angeles,Supplier C,Quarterly,1,636.25,22.6,353,Yes,14,35,36,118,7,34.0522,-118.2437,CA
5,167,Sneakers,Furniture,88,Chicago,Supplier C,Monthly,9,436.4,12.4,135,Yes,31,17,32,360,48,41.8781,-87.6298,IL
6,150,Sneakers,Electronics,217,Phoenix,Supplier D,Weekly,5,134.95,29.5,205,Yes,51,23,5,234,22,33.4484,-112.074,AZ
7,123,Sneakers,Groceries,61,Houston,Supplier B,Weekly,9,780.47,4.9,70,No,98,20,40,422,18,29.7604,-95.3698,TX
9,113,T-Shirt,Furniture,302,Houston,Supplier C,Monthly,5,330.7,17.4,341,No,29,28,20,43,6,29.7604,-95.3698,TX
3,168,Sneakers,Groceries,179,New York,Supplier D,Monthly,7,143.41,14.9,354,No,37,37,45,228,4,40.7128,-74.006,NY
2,117,T-Shirt,Electronics,190,New York,Supplier A,Quarterly,1,554.76,15.5,278,No,30,18,4,386,41,40.7128,-74.006,NY
3,141,T-Shirt,Groceries,163,Los Angeles,Supplier D,Quarterly,9,28.98,19.5,296,No,20,7,39,134,45,34.0522,-118.2437,CA
9,156,Sofa,Groceries,81,Houston,Supplier A,Quarterly,1,330.82,-4.4,251,No,78,49,22,333,12,29.7604,-95.3698,TX
7,182,T-Shirt,Furniture,494,Chicago,Supplier D,Weekly,4,753.14,12.0,142,No,46,47,33,157,48,41.8781,-87.6298,IL
9,111,T-Shirt,Footwear,170,New York,Supplier B,Monthly,7,913.58,10.4,313,No,58,20,31,492,37,40.7128,-74.006,NY
2,181,Sneakers,Groceries,301,Houston,Supplier D,Quarterly,11,595.81,3.7,307,Yes,78,24,41,206,2,29.7604,-95.3698,TX
5,116,T-Shirt,Footwear,374,Phoenix,Supplier B,Monthly,12,225.44,7.4,232,Yes,42,16,29,414,3,33.4484,-112.074,AZ
4,129,Bananas,Clothing,196,Los Angeles,Supplier B,Weekly,9,227.8,10.8,291,No,54,13,5,89,45,34.0522,-118.2437,CA
2,187,Sneakers,Groceries,203,New York,Supplier A,Weekly,1,607.83,2.8,311,No,17,28,10,424,21,40.7128,-74.006,NY
9,174,Laptop,Footwear,47,New York,Supplier D,Monthly,12,412.69,1.7,173,Yes,15,7,11,99,39,40.7128,-74.006,NY
9,198,Sneakers,Clothing,463,Chicago,Supplier D,Monthly,14,185.49,19.5,272,Yes,24,15,37,37,13,41.8781,-87.6298,IL
6,122,T-Shirt,Furniture,158,New York,Supplier D,Quarterly,13,789.52,-7.3,299,Yes,24,23,22,374,48,40.7128,-74.006,NY
6,180,Bananas,Groceries,408,Houston,Supplier B,Monthly,11,208.24,2.5,64,No,18,23,24,391,14,29.7604,-95.3698,TX
8,100,Sneakers,Furniture,194,Houston,Supplier C,Quarterly,13,328.42,16.1,327,No,70,31,21,434,30,29.7604,-95.3698,TX
6,178,Bananas,Clothing,427,Houston,Supplier D,Monthly,6,70.82,-1.6,82,Yes,65,5,36,486,18,29.7604,-95.3698,TX
1,131,Laptop,Furniture,418,Phoenix,Supplier D,Monthly,11,704.36,12.9,179,No,14,27,16,402,13,33.4484,-112.074,AZ
4,108,Laptop,Furniture,279,Phoenix,Supplier C,Monthly,10,282.53,2.1,42,No,35,44,2,392,14,33.4484,-112.074,AZ
7,114,Sofa,Electronics,317,New York,Supplier A,Weekly,11,240.54,23.7,296,Yes,96,10,15,199,41,40.7128,-74.006,NY
2,127,Sofa,Clothing,479,Phoenix,Supplier D,Weekly,5,310.32,4.0,126,Yes,89,42,41,482,40,33.4484,-112.074,AZ
9,123,Sneakers,Furniture,421,Phoenix,Supplier C,Weekly,3,875.39,-0.8,115,Yes,66,7,49,356,25,33.4484,-112.074,AZ
8,159,Sofa,Footwear,269,Chicago,Supplier D,Quarterly,10,522.84,11.2,338,No,44,32,26,55,37,41.8781,-87.6298,IL
8,134,Bananas,Clothing,481,Phoenix,Supplier B,Quarterly,2,166.31,-4.6,294,Yes,19,23,30,105,27,33.4484,-112.074,AZ
7,185,Sofa,Electronics,199,Los Angeles,Supplier C,Weekly,1,776.74,21.9,100,Yes,89,47,2,432,23,34.0522,-118.2437,CA
4,126,Bananas,Groceries,224,Los Angeles,Supplier B,Weekly,2,216.37,17.2,46,Yes,30,9,29,243,7,34.0522,-118.2437,CA
2,182,Sofa,Furniture,263,Los Angeles,Supplier C,Monthly,12,418.35,20.8,218,No,21,29,6,74,48,34.0522,-118.2437,CA
3,175,Sofa,Footwear,426,New York,Supplier A,Monthly,13,572.4,6.0,39,No,18,27,1,314,10,40.7128,-74.006,NY
6,119,Sofa,Electronics,166,Houston,Supplier B,Quarterly,4,588.6,23.4,195,No,25,38,40,104,25,29.7604,-95.3698,TX
5,164,T-Shirt,Clothing,180,Chicago,Supplier D,Quarterly,6,78.34,9.7,68,Yes,82,21,11,221,35,41.8781,-87.6298,IL
8,184,T-Shirt,Furniture,428,New York,Supplier C,Monthly,12,838.44,-6.2,248,No,63,43,23,16,24,40.7128,-74.006,NY
6,148,Sofa,Electronics,192,Houston,Supplier D,Quarterly,5,484.64,-1.0,123,No,32,6,26,409,49,29.7604,-95.3698,TX
6,100,Bananas,Electronics,397,Chicago,Supplier A,Weekly,14,989.37,18.4,187,Yes,48,26,31,29,42,41.8781,-87.6298,IL
1,109,Sneakers,Footwear,216,Chicago,Supplier C,Monthly,4,720.27,25.9,63,No,97,20,15,264,11,41.8781,-87.6298,IL
4,146,Laptop,Groceries,284,Chicago,Supplier A,Monthly,8,992.64,-6.2,318,No,31,15,9,468,20,41.8781,-87.6298,IL
5,158,T-Shirt,Groceries,352,Los Angeles,Supplier C,Quarterly,12,458.94,24.6,41,No,64,45,34,356,10,34.0522,-118.2437,CA
3,195,Sofa,Groceries,107,Los Angeles,Supplier B,Monthly,7,149.37,22.0,262,No,40,38,39,379,21,34.0522,-118.2437,CA
9,161,Laptop,Clothing,466,Los Angeles,Supplier D,Monthly,14,730.04,4.3,116,No,83,20,17,183,28,34.0522,-118.2437,CA
1,185,T-Shirt,Electronics,98,Chicago,Supplier B,Weekly,4,779.98,17.6,122,No,56,15,35,52,28,41.8781,-87.6298,IL
6,117,Sneakers,Clothing,368,Chicago,Supplier B,Monthly,10,854.31,-2.5,136,No,36,29,36,347,27,41.8781,-87.6298,IL
6,145,Bananas,Electronics,482,Los Angeles,Supplier B,Monthly,13,308.43,22.5,222,No,57,6,3,333,33,34.0522,-118.2437,CA
5,131,Sofa,Footwear,499,Chicago,Supplier B,Monthly,13,515.58,16.3,39,Yes,48,16,40,410,4,41.8781,-87.6298,IL
5,126,Sneakers,Footwear,230,Los Angeles,Supplier C,Monthly,5,858.93,7.6,154,Yes,97,1,11,106,35,34.0522,-118.2437,CA
5,191,T-Shirt,Clothing,257,Los Angeles,Supplier D,Weekly,12,866.09,24.6,304,Yes,30,6,28,25,20,34.0522,-118.2437,CA
6,117,Sofa,Clothing,43,Los Angeles,Supplier C,Monthly,10,35.43,-4.4,308,Yes,24,16,48,92,6,34.0522,-118.2437,CA
8,138,Laptop,Footwear,242,Houston,Supplier C,Weekly,5,674.21,23.8,157,Yes,90,33,28,329,6,29.7604,-95.3698,TX
2,148,Bananas,Furniture,42,Chicago,Supplier C,Weekly,3,605.67,-9.0,214,Yes,54,7,46,377,17,41.8781,-87.6298,IL
6,192,T-Shirt,Groceries,95,New York,Supplier B,Weekly,13,92.5,20.1,88,Yes,28,10,19,26,19,40.7128,-74.006,NY
1,181,Bananas,Groceries,434,Los Angeles,Supplier A,Quarterly,9,930.83,12.9,211,No,62,8,2,460,49,34.0522,-118.2437,CA
4,143,Sofa,Footwear,254,New York,Supplier B,Quarterly,11,450.92,17.9,103,No,98,21,32,90,17,40.7128,-74.006,NY
3,171,Sneakers,Groceries,188,Houston,Supplier C,Monthly,5,677.52,6.5,31,No,64,26,44,175,49,29.7604,-95.3698,TX
9,153,Bananas,Furniture,385,Chicago,Supplier B,Weekly,12,883.97,24.6,272,No,95,37,11,342,3,41.8781,-87.6298,IL
3,194,Laptop,Furniture,307,Los Angeles,Supplier D,Quarterly,13,138.82,2.5,257,No,58,18,16,385,46,34.0522,-118.2437,CA
6,133,T-Shirt,Electronics,400,Los Angeles,Supplier D,Monthly,10,857.28,1.0,77,Yes,87,4,11,448,34,34.0522,-118.2437,CA
1,170,Laptop,Clothing,167,Los Angeles,Supplier B,Quarterly,2,727.06,2.1,35,Yes,70,20,3,396,4,34.0522,-118.2437,CA
6,135,Bananas,Groceries,271,New York,Supplier B,Weekly,13,841.2,21.0,72,No,69,48,42,408,23,40.7128,-74.006,NY
4,117,Sneakers,Furniture,125,Houston,Supplier A,Monthly,4,499.89,9.8,174,No,85,42,29,30,18,29.7604,-95.3698,TX
8,137,Sneakers,Clothing,161,Chicago,Supplier B,Weekly,12,43.15,11.5,156,No,33,48,5,14,34,41.8781,-87.6298,IL
9,158,Laptop,Clothing,87,Houston,Supplier B,Weekly,4,673.81,23.3,364,Yes,95,40,28,407,29,29.7604,-95.3698,TX
4,108,Sofa,Electronics,309,Los Angeles,Supplier A,Quarterly,5,380.79,23.3,275,Yes,48,19,31,130,44,34.0522,-118.2437,CA
6,172,Sofa,Clothing,489,Houston,Supplier B,Monthly,8,408.39,-3.5,150,No,70,33,13,131,15,29.7604,-95.3698,TX
1,171,Sneakers,Clothing,226,New York,Supplier B,Monthly,5,446.85,12.0,261,Yes,32,23,25,6,45,40.7128,-74.006,NY
4,150,Laptop,Footwear,145,Phoenix,Supplier B,Monthly,1,497.98,-5.0,218,No,81,9,6,211,11,33.4484,-112.074,AZ
7,134,Laptop,Electronics,345,Phoenix,Supplier B,Quarterly,2,665.31,24.7,314,No,88,38,3,149,39,33.4484,-112.074,AZ
1,181,Laptop,Electronics,248,Chicago,Supplier B,Monthly,3,729.51,23.5,271,Yes,48,45,22,493,9,41.8781,-87.6298,IL
8,104,Bananas,Groceries,362,Chicago,Supplier C,Quarterly,3,779.07,24.0,107,No,81,45,41,276,47,41.8781,-87.6298,IL
6,113,Sofa,Clothing,6,Houston,Supplier B,Monthly,10,674.89,18.2,87,Yes,20,18,39,149,35,29.7604,-95.3698,TX
5,191,Sofa,Groceries,31,Chicago,Supplier A,Quarterly,6,805.44,8.7,210,No,51,46,32,40,10,41.8781,-87.6298,IL
9,129,Bananas,Furniture,197,New York,Supplier B,Monthly,9,130.93,6.2,99,No,34,2,30,196,40,40.7128,-74.006,NY
2,103,T-Shirt,Clothing,232,Los Angeles,Supplier C,Quarterly,10,838.45,5.8,294,Yes,43,48,7,409,38,34.0522,-118.2437,CA
5,138,Bananas,Furniture,296,Los Angeles,Supplier A,Weekly,1,393.41,-7.4,233,Yes,31,17,25,371,29,34.0522,-118.2437,CA
6,183,Laptop,Footwear,414,Houston,Supplier A,Weekly,6,533.49,28.0,199,Yes,11,16,2,124,46,29.7604,-95.3698,TX
7,163,Bananas,Clothing,325,Los Angeles,Supplier B,Weekly,9,439.44,8.0,324,No,60,46,8,71,6,34.0522,-118.2437,CA
5,124,Laptop,Groceries,460,Houston,Supplier D,Monthly,4,480.96,27.2,276,No,25,45,33,199,19,29.7604,-95.3698,TX
9,127,Sneakers,Groceries,135,Chicago,Supplier C,Quarterly,10,292.57,25.2,88,No,20,48,28,33,26,41.8781,-87.6298,IL
1,175,Laptop,Clothing,493,Chicago,Supplier D,Weekly,3,178.25,23.1,329,No,87,24,10,307,9,41.8781,-87.6298,IL
7,165,Sofa,Groceries,13,New York,Supplier B,Monthly,13,113.85,13.5,350,No,95,31,38,90,41,40.7128,-74.006,NY
7,177,Bananas,Clothing,497,Los Angeles,Supplier C,Quarterly,6,456.88,-5.9,40,Yes,78,1,18,465,48,34.0522,-118.2437,CA
4,121,Laptop,Electronics,4,New York,Supplier D,Weekly,6,134.01,3.0,34,Yes,96,28,13,456,45,40.7128,-74.006,NY
9,130,T-Shirt,Groceries,178,Phoenix,Supplier C,Weekly,13,252.54,14.1,234,No,71,49,21,90,13,33.4484,-112.074,AZ
5,122,Sneakers,Clothing,234,New York,Supplier B,Monthly,2,142.28,-9.5,274,Yes,28,33,33,373,26,40.7128,-74.006,NY
4,147,T-Shirt,Clothing,259,Houston,Supplier C,Quarterly,5,118.03,-8.3,278,Yes,38,42,23,335,44,29.7604,-95.3698,TX
7,119,T-Shirt,Groceries,140,Houston,Supplier B,Monthly,1,883.64,17.1,134,No,51,37,1,276,20,29.7604,-95.3698,TX
4,137,T-Shirt,Electronics,65,New York,Supplier D,Weekly,13,677.29,25.5,271,Yes,32,39,44,275,2,40.7128,-74.006,NY
3,154,Sneakers,Groceries,283,Chicago,Supplier C,Monthly,9,924.52,24.2,301,No,69,4,40,199,4,41.8781,-87.6298,IL
9,167,Sneakers,Clothing,363,Phoenix,Supplier A,Monthly,9,647.57,-3.3,36,No,82,1,21,440,7,33.4484,-112.074,AZ
8,178,Sneakers,Electronics,306,New York,Supplier B,Weekly,3,845.51,26.4,253,Yes,27,33,5,56,19,40.7128,-74.006,NY
1,187,Sneakers,Furniture,205,Chicago,Supplier C,Weekly,5,559.75,17.9,246,Yes,90,10,35,237,35,41.8781,-87.6298,IL
7,188,T-Shirt,Footwear,17,New York,Supplier A,Quarterly,3,468.0,18.7,73,No,64,3,18,1,11,40.7128,-74.006,NY
9,100,Sofa,Groceries,200,Los Angeles,Supplier A,Quarterly,7,533.19,2.2,55,No,27,37,38,167,19,34.0522,-118.2437,CA
8,106,Sofa,Clothing,32,Houston,Supplier A,Weekly,13,327.02,18.6,321,No,36,45,36,37,32,29.7604,-95.3698,TX
8,156,Sneakers,Electronics,212,Los Angeles,Supplier A,Weekly,1,661.39,18.4,210,Yes,94,21,47,274,14,34.0522,-118.2437,CA
6,194,Bananas,Electronics,435,Los Angeles,Supplier B,Quarterly,5,898.2,13.8,121,No,10,9,29,456,49,34.0522,-118.2437,CA
4,111,Laptop,Furniture,273,Phoenix,Supplier C,Monthly,6,784.53,4.3,297,No,23,40,26,79,5,33.4484,-112.074,AZ
8,104,Bananas,Groceries,290,Chicago,Supplier A,Weekly,14,467.38,22.4,97,No,68,43,36,242,25,41.8781,-87.6298,IL
3,149,Bananas,Electronics,291,Houston,Supplier C,Weekly,11,954.38,27.5,180,No,87,24,38,134,14,29.7604,-95.3698,TX
9,141,Bananas,Furniture,483,Los Angeles,Supplier C,Monthly,12,985.57,24.8,133,Yes,42,46,18,252,39,34.0522,-118.2437,CA
2,111,Sofa,Clothing,486,Houston,Supplier D,Quarterly,14,498.17,-0.3,117,No,45,8,29,357,12,29.7604,-95.3698,TX
2,117,Laptop,Furniture,234,Chicago,Supplier C,Quarterly,7,865.99,7.8,124,Yes,48,24,31,22,49,41.8781,-87.6298,IL
7,165,Bananas,Groceries,408,New York,Supplier B,Monthly,3,14.72,3.7,315,No,85,24,42,267,20,40.7128,-74.006,NY
4,173,Sneakers,Furniture,182,Los Angeles,Supplier B,Weekly,7,75.99,18.3,348,No,54,10,13,218,18,34.0522,-118.2437,CA
8,178,Sofa,Electronics,146,Chicago,Supplier A,Monthly,4,32.17,23.3,32,No,34,35,30,72,1,41.8781,-87.6298,IL
9,193,Sneakers,Electronics,50,Houston,Supplier C,Weekly,10,775.43,-1.4,237,No,24,4,7,9,43,29.7604,-95.3698,TX
7,116,Sneakers,Footwear,430,Chicago,Supplier B,Quarterly,11,88.98,27.9,131,Yes,29,44,40,397,4,41.8781,-87.6298,IL
5,167,Bananas,Furniture,432,New York,Supplier B,Weekly,14,26.88,17.1,206,Yes,43,9,6,387,12,40.7128,-74.006,NY
8,170,Sneakers,Clothing,103,Chicago,Supplier B,Weekly,6,155.94,-1.3,333,Yes,67,11,2,451,26,41.8781,-87.6298,IL
4,161,Laptop,Groceries,33,Houston,Supplier A,Weekly,5,313.23,4.8,228,No,69,43,8,135,32,29.7604,-95.3698,TX
2,140,Sneakers,Footwear,497,Los Angeles,Supplier B,Weekly,4,470.05,-5.8,37,No,87,48,10,195,37,34.0522,-118.2437,CA
6,194,Bananas,Furniture,471,Los Angeles,Supplier C,Weekly,6,74.75,13.9,274,Yes,39,13,49,459,15,34.0522,-118.2437,CA
9,133,Sneakers,Clothing,89,Phoenix,Supplier B,Quarterly,13,503.99,-3.2,322,Yes,22,27,44,302,35,33.4484,-112.074,AZ
1,169,Sofa,Footwear,485,Houston,Supplier B,Monthly,12,255.58,17.7,356,Yes,87,30,43,58,26,29.7604,-95.3698,TX
7,144,Sofa,Electronics,411,Phoenix,Supplier A,Quarterly,3,281.63,19.5,207,No,99,46,49,284,15,33.4484,-112.074,AZ
9,157,Sofa,Groceries,385,Phoenix,Supplier C,Weekly,3,823.68,9.2,111,No,76,39,48,490,8,33.4484,-112.074,AZ
9,150,T-Shirt,Furniture,341,New York,Supplier B,Monthly,5,987.05,-6.2,141,Yes,98,12,22,287,28,40.7128,-74.006,NY
3,133,Sofa,Clothing,315,Houston,Supplier C,Weekly,11,469.23,14.4,50,Yes,54,19,10,308,30,29.7604,-95.3698,TX
5,143,Sofa,Electronics,241,Los Angeles,Supplier C,Quarterly,5,328.55,4.9,63,Yes,49,40,35,251,43,34.0522,-118.2437,CA
8,114,T-Shirt,Footwear,266,Houston,Supplier B,Quarterly,9,932.13,28.0,284,No,89,4,19,393,44,29.7604,-95.3698,TX
8,177,Sofa,Groceries,223,New York,Supplier A,Weekly,4,505.44,10.5,56,No,47,49,4,91,3,40.7128,-74.006,NY
4,169,Bananas,Footwear,236,Houston,Supplier C,Weekly,5,733.05,-7.1,37,No,84,34,19,204,6,29.7604,-95.3698,TX
1,149,Sofa,Footwear,153,Houston,Supplier D,Monthly,12,419.6,15.4,47,No,56,23,41,8,31,29.7604,-95.3698,TX
1,131,Sofa,Clothing,468,Phoenix,Supplier B,Monthly,9,210.52,21.2,262,No,97,45,20,108,26,33.4484,-112.074,AZ
4,166,T-Shirt,Electronics,57,Houston,Supplier C,Weekly,4,658.34,-3.6,336,Yes,38,26,49,233,8,29.7604,-95.3698,TX
6,102,Bananas,Furniture,322,Phoenix,Supplier C,Monthly,13,668.19,8.0,220,Yes,43,7,4,342,39,33.4484,-112.074,AZ
8,185,Sneakers,Clothing,375,Phoenix,Supplier C,Weekly,3,465.58,19.7,179,No,20,18,49,274,29,33.4484,-112.074,AZ
6,185,Laptop,Groceries,112,Chicago,Supplier B,Weekly,7,277.25,-9.2,185,Yes,29,42,26,120,17,41.8781,-87.6298,IL
9,173,Bananas,Footwear,15,New York,Supplier D,Weekly,7,833.5,-8.8,76,No,29,4,3,478,16,40.7128,-74.006,NY
9,150,Sneakers,Groceries,412,Phoenix,Supplier C,Quarterly,8,282.56,17.1,341,Yes,82,8,30,305,49,33.4484,-112.074,AZ
2,166,Bananas,Clothing,269,Houston,Supplier C,Weekly,4,662.43,19.0,168,Yes,65,22,36,11,45,29.7604,-95.3698,TX
1,175,Sneakers,Clothing,114,Phoenix,Supplier A,Weekly,4,390.15,23.8,171,Yes,32,26,41,373,4,33.4484,-112.074,AZ
2,192,Sneakers,Furniture,252,Phoenix,Supplier B,Weekly,14,477.76,6.0,364,No,97,13,6,386,10,33.4484,-112.074,AZ
5,147,Bananas,Footwear,374,Phoenix,Supplier B,Monthly,14,219.29,5.6,43,Yes,34,46,39,413,16,33.4484,-112.074,AZ
4,116,T-Shirt,Clothing,142,Los Angeles,Supplier C,Weekly,9,652.99,12.1,288,No,98,17,27,183,19,34.0522,-118.2437,CA
4,106,Bananas,Groceries,114,Los Angeles,Supplier A,Quarterly,10,233.57,20.3,265,Yes,42,44,16,309,39,34.0522,-118.2437,CA
9,112,Bananas,Furniture,450,Los Angeles,Supplier C,Quarterly,7,490.86,15.6,36,Yes,40,36,47,410,13,34.0522,-118.2437,CA
8,165,Sneakers,Groceries,290,Los Angeles,Supplier C,Weekly,3,335.17,3.1,68,Yes,83,41,16,179,4,34.0522,-118.2437,CA
