Warehouse ID,Product ID,Product Name,Category,Quantity in Stock,Location,Supplier,Restock Frequency,Average Delivery Time (days),Stock Value (USD),Storage Temperature (C),Shelf Life (days),Hazardous Material,Reorder Level,Daily Sales (units),Daily Restock (units),Stock Level (units),Sales Forecast (units),Latitude,Longitude,State,timestamp
7,189,Bananas,Clothing,495.0,Phoenix,Supplier C,Monthly,1.0,457.16,21.7,60.0,No,49.0,8.0,7,357,31,33.4484,-112.074,AZ,
2,196,Laptop,Footwear,110.0,Phoenix,Supplier A,Quarterly,13.0,502.75,28.2,280.0,No,96.0,47.0,34,355,20,33.4484,-112.074,AZ,
8,191,T-Shirt,Footwear,482.0,Houston,Supplier C,Monthly,7.0,308.89,21.6,87.0,Yes,28.0,34.0,20,430,44,29.7604,-95.3698,TX,
5,108,Bananas,Furniture,468.0,Houston,Supplier B,Monthly,12.0,996.91,23.8,354.0,Yes,49.0,42.0,7,39,25,29.7604,-95.3698,TX,
7,111,Laptop,Electronics,338.0,Phoenix,Supplier B,Quarterly,11.0,674.06,28.0,176.0,No,62.0,31.0,24,303,33,33.4484,-112.074,AZ,
4,168,Bananas,Groceries,78.0,Houston,Supplier C,Quarterly,3.0,952.29,12.1,135.0,No,86.0,22.0,21,37,10,29.7604,-95.3698,TX,
5,153,Sneakers,Footwear,466.0,Los Angeles,Supplier A,Weekly,5.0,420.65,3.7,114.0,Yes,45.0,14.0,9,425,29,34.0522,-118.2437,CA,
8,153,Laptop,Groceries,2.0,Houston,Supplier D,Weekly,4.0,884.19,20.5,31.0,No,76.0,5.0,19,348,19,29.7604,-95.3698,TX,
1,127,T-Shirt,Footwear,321.0,Phoenix,Supplier A,Monthly,12.0,453.75,-3.5,332.0,No,95.0,17.0,20,429,28,33.4484,-112.074,AZ,
1,155,Bananas,Furniture,276.0,Houston,Supplier D,Monthly,1.0,868.16,-7.3,82.0,Yes,98.0,18.0,28,286,27,29.7604,-95.3698,TX,
4,198,Sofa,Furniture,290.0,Houston,Supplier A,Quarterly,12.0,139.62,21.4,251.0,No,29.0,19.0,32,455,19,29.7604,-95.3698,TX,
3,168,Bananas,Footwear,297.0,Chicago,Supplier C,Weekly,7.0,640.49,28.0,54.0,No,37.0,7.0,34,324,43,41.8781,-87.6298,IL,
2,197,Sofa,Furniture,169.0,Chicago,Supplier D,Weekly,14.0,681.92,7.7,64.0,No,66.0,26.0,16,7,31,41.8781,-87.6298,IL,
3,197,T-Shirt,Furniture,240.0,Phoenix,Supplier A,Quarterly,13.0,659.61,-3.6,186.0,Yes,12.0,25.0,38,353,35,33.4484,-112.074,AZ,
1,176,Sneakers,Footwear,459.0,Los Angeles,Supplier C,Quarterly,4.0,452.56,9.9,174.0,Yes,95.0,18.0,17,303,14,34.0522,-118.2437,CA,
1,157,Sofa,Electronics,475.0,New York,Supplier A,Quarterly,1.0,687.08,5.7,307.0,No,46.0,44.0,11,303,6,40.7128,-74.006,NY,
6,177,Sneakers,Footwear,23.0,New York,Supplier B,Quarterly,11.0,247.07,4.9,323.0,No,27.0,15.0,4,210,9,40.7128,-74.006,NY,
5,174,Bananas,Electronics,294.0,Phoenix,Supplier B,Weekly,6.0,599.89,15.1,306.0,Yes,93.0,29.0,40,79,41,33.4484,-112.074,AZ,
8,141,T-Shirt,Furniture,172.0,Los Angeles,Supplier A,Quarterly,4.0,558.69,-3.0,208.0,Yes,55.0,46.0,45,382,27,34.0522,-118.2437,CA,
2,137,Sofa,Electronics,323.0,Los Angeles,Supplier C,Quarterly,13.0,325.16,5.2,309.0,Yes,14.0,42.0,40,355,17,34.0522,-118.2437,CA,
4,167,Bananas,Furniture,318.0,Los Angeles,Supplier A,Weekly,4.0,781.08,24.7,330.0,Yes,82.0,49.0,42,357,36,34.0522,-118.2437,CA,
8,152,Laptop,Electronics,396.0,Chicago,Supplier C,Quarterly,2.0,90.06,19.2,226.0,Yes,90.0,1.0,18,444,4,41.8781,-87.6298,IL,
6,132,Bananas,Electronics,286.0,Phoenix,Supplier D,Weekly,1.0,179.73,-7.8,254.0,No,85.0,4.0,49,133,24,33.4484,-112.074,AZ,
1,170,Sneakers,Footwear,479.0,New York,Supplier B,Weekly,3.0,476.44,10.6,76.0,Yes,66.0,9.0,48,176,16,40.7128,-74.006,NY,
4,155,T-Shirt,Electronics,343.0,Los Angeles,Supplier D,Quarterly,10.0,892.82,-6.3,214.0,No,35.0,36.0,6,87,17,34.0522,-118.2437,CA,
1,171,T-Shirt,Furniture,193.0,Phoenix,Supplier C,Quarterly,5.0,579.41,28.3,191.0,No,42.0,32.0,46,249,3,33.4484,-112.074,AZ,
2,150,Bananas,Footwear,169.0,New York,Supplier A,Monthly,12.0,843.65,-0.2,160.0,Yes,45.0,24.0,32,458,39,40.7128,-74.006,NY,
5,173,Laptop,Electronics,404.0,Chicago,Supplier B,Monthly,9.0,522.39,27.3,324.0,Yes,31.0,37.0,5,217,37,41.8781,-87.6298,IL,
8,142,Sneakers,Footwear,118.0,Houston,Supplier C,Weekly,14.0,787.6,23.4,121.0,Yes,91.0,18.0,15,406,3,29.7604,-95.3698,TX,
8,114,Bananas,Groceries,6.0,New York,Supplier C,Weekly,7.0,332.54,12.1,104.0,No,26.0,15.0,45,351,44,40.7128,-74.006,NY,
3,137,Bananas,Footwear,331.0,New York,Supplier B,Monthly,4.0,816.99,3.5,167.0,Yes,53.0,20.0,16,407,41,40.7128,-74.006,NY,
4,114,T-Shirt,Groceries,483.0,New York,Supplier A,Weekly,8.0,407.67,24.3,197.0,No,61.0,40.0,48,92,35,40.7128,-74.006,NY,
6,104,Sneakers,Groceries,132.0,Houston,Supplier B,Monthly,12.0,563.24,-3.9,287.0,Yes,97.0,2.0,17,429,3,29.7604,-95.3698,TX,
3,192,Laptop,Footwear,93.0,Los Angeles,Supplier A,Quarterly,4.0,184.12,-2.8,267.0,No,31.0,25.0,37,207,16,34.0522,-118.2437,CA,
2,182,T-Shirt,Furniture,251.0,Houston,Supplier A,Quarterly,6.0,921.23,-1.0,74.0,No,78.0,13.0,43,232,20,29.7604,-95.3698,TX,
6,153,Bananas,Furniture,10.0,New York,Supplier C,Quarterly,12.0,704.44,13.9,338.0,Yes,10.0,27.0,15,308,45,40.7128,-74.006,NY,
5,150,T-Shirt,Furniture,51.0,Chicago,Supplier A,Weekly,1.0,860.27,2.6,166.0,Yes,92.0,13.0,35,199,6,41.8781,-87.6298,IL,
5,109,T-Shirt,Clothing,349.0,New York,Supplier A,Quarterly,14.0,215.78,29.6,132.0,No,39.0,28.0,8,430,33,40.7128,-74.006,NY,
5,111,Sofa,Groceries,294.0,Chicago,Supplier B,Weekly,6.0,77.01,-2.2,158.0,No,48.0,46.0,35,38,43,41.8781,-87.6298,IL,
5,103,T-Shirt,Footwear,129.0,Phoenix,Supplier B,Quarterly,10.0,343.84,22.2,190.0,Yes,88.0,15.0,36,424,27,33.4484,-112.074,AZ,
3,194,T-Shirt,Furniture,488.0,Chicago,Supplier A,Weekly,5.0,521.52,-6.2,67.0,No,44.0,29.0,27,399,30,41.8781,-87.6298,IL,
7,117,Sneakers,Furniture,392.0,New York,Supplier C,Weekly,14.0,804.35,4.1,86.0,No,78.0,21.0,14,369,35,40.7128,-74.006,NY,
6,179,T-Shirt,Footwear,249.0,Houston,Supplier B,Monthly,2.0,403.75,-0.2,190.0,Yes,79.0,44.0,23,453,18,29.7604,-95.3698,TX,
4,135,Laptop,Groceries,102.0,New York,Supplier D,Monthly,1.0,277.26,29.1,205.0,Yes,98.0,31.0,20,396,30,40.7128,-74.006,NY,
2,124,Bananas,Footwear,337.0,New York,Supplier C,Monthly,13.0,378.82,-9.0,288.0,No,20.0,23.0,6,77,43,40.7128,-74.006,NY,
9,186,Sneakers,Clothing,83.0,Phoenix,Supplier B,Weekly,6.0,706.57,18.9,317.0,No,60.0,37.0,24,67,26,33.4484,-112.074,AZ,
1,175,T-Shirt,Clothing,191.0,Los Angeles,Supplier B,Monthly,11.0,342.86,-0.1,353.0,Yes,72.0,3.0,23,185,15,34.0522,-118.2437,CA,
4,197,Laptop,Footwear,417.0,New York,Supplier D,Monthly,2.0,979.37,22.4,174.0,Yes,95.0,35.0,36,377,32,40.7128,-74.006,NY,
1,135,Bananas,Groceries,143.0,Phoenix,Supplier A,Monthly,9.0,183.23,2.4,97.0,Yes,43.0,14.0,12,275,35,33.4484,-112.074,AZ,
6,166,Sneakers,Furniture,237.0,Houston,Supplier B,Weekly,9.0,755.57,-2.5,297.0,No,64.0,2.0,2,90,12,29.7604,-95.3698,TX,
4,108,Laptop,Clothing,287.0,Phoenix,Supplier D,Weekly,1.0,593.27,17.7,247.0,Yes,87.0,13.0,27,286,21,33.4484,-112.074,AZ,
5,160,T-Shirt,Clothing,277.0,Phoenix,Supplier D,Monthly,5.0,240.76,0.3,330.0,No,82.0,2.0,32,348,12,33.4484,-112.074,AZ,
5,152,Sofa,Groceries,387.0,Chicago,Supplier B,Monthly,8.0,756.08,9.4,193.0,Yes,29.0,12.0,29,207,49,41.8781,-87.6298,IL,
9,117,Sofa,Clothing,382.0,Los Angeles,Supplier C,Weekly,4.0,453.06,-4.7,208.0,Yes,89.0,27.0,46,18,1,34.0522,-118.2437,CA,
1,142,Sneakers,Clothing,450.0,Los Angeles,Supplier B,Weekly,3.0,685.57,19.0,77.0,No,67.0,34.0,40,244,11,34.0522,-118.2437,CA,
2,134,Laptop,Groceries,291.0,Houston,Supplier D,Monthly,5.0,665.63,6.3,223.0,Yes,90.0,40.0,40,319,25,29.7604,-95.3698,TX,
6,162,Bananas,Footwear,169.0,Phoenix,Supplier B,Monthly,5.0,119.54,-4.4,318.0,No,26.0,5.0,44,7,47,33.4484,-112.074,AZ,
5,197,Laptop,Furniture,443.0,Houston,Supplier C,Monthly,8.0,841.58,19.7,235.0,Yes,43.0,25.0,33,188,9,29.7604,-95.3698,TX,
7,177,Sofa,Furniture,144.0,Houston,Supplier A,Weekly,6.0,684.66,-5.9,113.0,Yes,84.0,11.0,29,462,39,29.7604,-95.3698,TX,
3,103,Sneakers,Clothing,184.0,Los Angeles,Supplier A,Monthly,2.0,782.78,13.0,130.0,Yes,71.0,13.0,33,88,43,34.0522,-118.2437,CA,
3,192,T-Shirt,Furniture,45.0,Los Angeles,Supplier B,Weekly,11.0,453.29,14.3,184.0,Yes,43.0,28.0,36,116,27,34.0522,-118.2437,CA,
2,140,Laptop,Footwear,243.0,Los Angeles,Supplier B,Quarterly,1.0,203.11,27.2,76.0,Yes,81.0,21.0,17,499,29,34.0522,-118.2437,CA,
3,144,Sofa,Clothing,315.0,New York,Supplier D,Monthly,13.0,332.95,-4.0,263.0,No,28.0,49.0,10,63,27,40.7128,-74.006,NY,
1,149,Bananas,Furniture,434.0,Phoenix,Supplier C,Quarterly,3.0,902.45,16.1,328.0,No,96.0,48.0,1,441,28,33.4484,-112.074,AZ,
5,178,Sneakers,Electronics,469.0,Houston,Supplier D,Weekly,2.0,938.64,5.2,176.0,No,75.0,26.0,43,344,39,29.7604,-95.3698,TX,
5,127,T-Shirt,Electronics,268.0,Phoenix,Supplier D,Quarterly,4.0,487.05,6.0,225.0,Yes,81.0,27.0,17,75,18,33.4484,-112.074,AZ,
7,141,Laptop,Electronics,476.0,Houston,Supplier A,Monthly,3.0,305.81,10.1,51.0,Yes,51.0,26.0,42,379,15,29.7604,-95.3698,TX,
4,179,Bananas,Electronics,253.0,Houston,Supplier D,Quarterly,9.0,733.01,-0.6,223.0,Yes,60.0,15.0,28,295,16,29.7604,-95.3698,TX,
3,175,T-Shirt,Electronics,396.0,Houston,Supplier D,Quarterly,5.0,768.33,8.4,303.0,Yes,80.0,6.0,38,171,47,29.7604,-95.3698,TX,
1,168,Sofa,Clothing,289.0,Houston,Supplier A,Quarterly,4.0,817.31,17.5,237.0,No,58.0,4.0,36,232,23,29.7604,-95.3698,TX,
8,197,Sofa,Groceries,212.0,Chicago,Supplier A,Weekly,10.0,40.77,8.3,304.0,No,38.0,4.0,45,440,30,41.8781,-87.6298,IL,
3,100,Bananas,Groceries,488.0,Chicago,Supplier C,Monthly,9.0,19.64,-8.3,246.0,Yes,39.0,30.0,27,394,36,41.8781,-87.6298,IL,
2,138,Sofa,Clothing,177.0,New York,Supplier C,Weekly,4.0,363.58,0.3,56.0,No,34.0,13.0,43,248,35,40.7128,-74.006,NY,
4,195,Sneakers,Clothing,21.0,Los Angeles,Supplier C,Quarterly,6.0,160.97,4.1,44.0,Yes,77.0,9.0,37,363,28,34.0522,-118.2437,CA,
3,189,Bananas,Footwear,316.0,Houston,Supplier B,Quarterly,14.0,806.93,4.2,188.0,Yes,71.0,42.0,46,225,46,29.7604,-95.3698,TX,
1,116,Sofa,Groceries,52.0,Phoenix,Supplier A,Weekly,10.0,537.52,-6.8,243.0,Yes,47.0,14.0,25,276,3,33.4484,-112.074,AZ,
3,190,Laptop,Electronics,438.0,Chicago,Supplier B,Weekly,1.0,827.09,8.0,193.0,No,26.0,28.0,34,362,16,41.8781,-87.6298,IL,
2,187,Sofa,Clothing,423.0,Los Angeles,Supplier B,Quarterly,13.0,185.14,17.7,156.0,Yes,83.0,40.0,3,192,15,34.0522,-118.2437,CA,
8,134,Sneakers,Electronics,233.0,New York,Supplier C,Monthly,2.0,630.95,-8.1,359.0,No,10.0,3.0,29,167,19,40.7128,-74.006,NY,
6,145,T-Shirt,Groceries,433.0,Los Angeles,Supplier A,Weekly,4.0,584.37,20.0,87.0,No,27.0,41.0,35,470,10,34.0522,-118.2437,CA,
9,141,T-Shirt,Furniture,123.0,Houston,Supplier B,Quarterly,9.0,346.97,28.2,176.0,Yes,72.0,29.0,43,99,49,29.7604,-95.3698,TX,
8,138,Sofa,Furniture,362.0,Los Angeles,Supplier D,Quarterly,6.0,521.91,-9.6,285.0,No,55.0,33.0,41,371,4,34.0522,-118.2437,CA,
3,189,T-Shirt,Clothing,448.0,Houston,Supplier D,Monthly,6.0,593.14,-2.3,139.0,Yes,28.0,15.0,10,412,22,29.7604,-95.3698,TX,
5,148,Sofa,Footwear,100.0,Chicago,Supplier A,Quarterly,11.0,890.59,11.7,78.0,No,59.0,47.0,38,228,18,41.8781,-87.6298,IL,
7,161,Sneakers,Electronics,214.0,Chicago,Supplier B,Weekly,9.0,65.08,-1.3,211.0,Yes,63.0,39.0,38,414,22,41.8781,-87.6298,IL,
5,137,T-Shirt,Clothing,410.0,Houston,Supplier C,Quarterly,12.0,825.14,20.6,90.0,Yes,40.0,15.0,1,314,42,29.7604,-95.3698,TX,
8,122,Laptop,Footwear,327.0,Phoenix,Supplier B,Quarterly,4.0,980.35,2.5,264.0,Yes,95.0,7.0,1,326,16,33.4484,-112.074,AZ,
5,121,Sofa,Electronics,135.0,Chicago,Supplier D,Quarterly,3.0,734.46,1.7,271.0,Yes,74.0,45.0,32,62,3,41.8781,-87.6298,IL,
1,103,T-Shirt,Groceries,456.0,Phoenix,Supplier D,Quarterly,7.0,739.97,-10.0,159.0,Yes,55.0,12.0,22,129,44,33.4484,-112.074,AZ,
5,148,Sneakers,Furniture,318.0,Houston,Supplier C,Monthly,12.0,225.79,0.8,360.0,No,44.0,39.0,19,250,35,29.7604,-95.3698,TX,
4,158,Sneakers,Footwear,218.0,Houston,Supplier A,Weekly,7.0,527.84,-1.3,293.0,Yes,58.0,7.0,35,452,41,29.7604,-95.3698,TX,
6,172,Laptop,Electronics,88.0,Chicago,Supplier B,Quarterly,9.0,708.88,3.7,237.0,Yes,90.0,47.0,6,409,39,41.8781,-87.6298,IL,
3,167,Sneakers,Clothing,280.0,Phoenix,Supplier D,Weekly,6.0,606.26,-4.1,171.0,No,43.0,41.0,34,423,16,33.4484,-112.074,AZ,
5,170,Sneakers,Electronics,40.0,Houston,Supplier B,Monthly,2.0,391.28,13.8,51.0,Yes,38.0,6.0,15,139,21,29.7604,-95.3698,TX,
2,186,T-Shirt,Clothing,240.0,Chicago,Supplier C,Weekly,6.0,940.72,-0.5,46.0,Yes,15.0,26.0,44,230,21,41.8781,-87.6298,IL,
6,101,Sofa,Furniture,332.0,Houston,Supplier C,Monthly,8.0,518.85,23.3,348.0,No,10.0,9.0,42,59,1,29.7604,-95.3698,TX,
6,148,Bananas,Furniture,431.0,Los Angeles,Supplier A,Weekly,6.0,970.18,1.4,151.0,Yes,64.0,24.0,45,165,30,34.0522,-118.2437,CA,
5,187,Sneakers,Electronics,136.0,Los Angeles,Supplier C,Weekly,9.0,568.24,-1.6,311.0,No,36.0,30.0,3,204,47,34.0522,-118.2437,CA,
6,194,Sneakers,Electronics,182.0,Chicago,Supplier A,Quarterly,4.0,795.45,-7.7,256.0,No,21.0,16.0,37,413,34,41.8781,-87.6298,IL,
7,130,Bananas,Clothing,265.0,Houston,Supplier B,Weekly,3.0,744.6,19.6,330.0,No,13.0,48.0,22,98,48,29.7604,-95.3698,TX,
5,139,Sneakers,Clothing,259.0,Chicago,Supplier D,Quarterly,11.0,664.22,10.3,315.0,Yes,89.0,27.0,45,338,39,41.8781,-87.6298,IL,
1,147,T-Shirt,Footwear,182.0,New York,Supplier D,Quarterly,5.0,24.32,-5.4,145.0,No,61.0,33.0,29,246,46,40.7128,-74.006,NY,
8,150,T-Shirt,Footwear,21.0,Chicago,Supplier A,Weekly,3.0,86.65,-1.1,178.0,Yes,20.0,23.0,14,137,23,41.8781,-87.6298,IL,
4,142,Bananas,Footwear,351.0,Chicago,Supplier D,Quarterly,11.0,585.67,29.9,199.0,No,61.0,45.0,30,46,34,41.8781,-87.6298,IL,
9,197,Sneakers,Electronics,432.0,Los Angeles,Supplier A,Weekly,12.0,912.66,22.2,119.0,No,93.0,19.0,15,204,30,34.0522,-118.2437,CA,
6,154,Sneakers,Footwear,431.0,Los Angeles,Supplier A,Quarterly,2.0,605.13,4.0,148.0,No,35.0,36.0,29,393,33,34.0522,-118.2437,CA,
1,187,Sofa,Electronics,472.0,Houston,Supplier B,Quarterly,2.0,243.64,11.7,213.0,Yes,37.0,19.0,14,193,16,29.7604,-95.3698,TX,
3,148,Sneakers,Furniture,196.0,Chicago,Supplier B,Monthly,4.0,327.02,6.6,293.0,No,81.0,22.0,3,327,41,41.8781,-87.6298,IL,
3,189,T-Shirt,Groceries,212.0,Chicago,Supplier C,Monthly,3.0,626.93,-8.5,256.0,Yes,75.0,42.0,22,359,30,41.8781,-87.6298,IL,
4,179,Laptop,Furniture,447.0,Houston,Supplier A,Weekly,9.0,601.08,21.1,122.0,No,99.0,45.0,33,42,3,29.7604,-95.3698,TX,
6,156,Laptop,Electronics,16.0,Phoenix,Supplier B,Quarterly,14.0,956.15,18.7,146.0,No,36.0,33.0,23,162,45,33.4484,-112.074,AZ,
7,176,Laptop,Electronics,202.0,Houston,Supplier A,Monthly,7.0,533.79,6.4,341.0,Yes,64.0,45.0,7,224,2,29.7604,-95.3698,TX,
4,114,Laptop,Groceries,363.0,Los Angeles,Supplier A,Monthly,6.0,361.46,23.8,347.0,No,80.0,10.0,20,254,26,34.0522,-118.2437,CA,
6,126,Sneakers,Clothing,218.0,Los Angeles,Supplier A,Monthly,10.0,529.74,11.4,150.0,No,63.0,47.0,7,284,18,34.0522,-118.2437,CA,
1,167,Sneakers,Clothing,93.0,Chicago,Supplier B,Quarterly,12.0,788.37,-7.4,346.0,Yes,55.0,32.0,17,218,2,41.8781,-87.6298,IL,
8,179,Sofa,Clothing,133.0,Los Angeles,Supplier A,Weekly,8.0,544.96,0.4,167.0,Yes,45.0,15.0,32,100,40,34.0522,-118.2437,CA,
7,163,Sneakers,Footwear,139.0,Houston,Supplier A,Quarterly,9.0,332.79,8.5,260.0,No,30.0,39.0,15,61,3,29.7604,-95.3698,TX,
9,193,Laptop,Clothing,157.0,Chicago,Supplier C,Quarterly,3.0,345.23,-5.9,335.0,No,58.0,46.0,13,40,17,41.8781,-87.6298,IL,
3,129,Bananas,Footwear,493.0,Houston,Supplier A,Monthly,12.0,759.24,12.8,177.0,No,43.0,8.0,47,182,24,29.7604,-95.3698,TX,
2,135,Bananas,Footwear,335.0,Houston,Supplier C,Quarterly,10.0,75.78,-5.2,313.0,Yes,96.0,25.0,3,59,2,29.7604,-95.3698,TX,
1,166,T-Shirt,Clothing,70.0,Chicago,Supplier A,Quarterly,7.0,282.01,-2.0,171.0,Yes,43.0,18.0,25,462,6,41.8781,-87.6298,IL,
3,185,T-Shirt,Clothing,304.0,Phoenix,Supplier C,Monthly,9.0,161.51,25.8,361.0,No,49.0,15.0,49,429,40,33.4484,-112.074,AZ,
5,185,Sneakers,Groceries,15.0,Los Angeles,Supplier B,Monthly,1.0,945.23,30.0,37.0,Yes,16.0,26.0,32,223,26,34.0522,-118.2437,CA,
2,148,Bananas,Groceries,235.0,New York,Supplier B,Quarterly,10.0,99.19,12.0,34.0,Yes,99.0,41.0,16,208,49,40.7128,-74.006,NY,
3,175,Laptop,Footwear,212.0,New York,Supplier D,Monthly,9.0,760.6,14.8,286.0,No,61.0,44.0,1,423,6,40.7128,-74.006,NY,
4,154,Laptop,Groceries,290.0,New York,Supplier A,Weekly,14.0,634.12,21.9,358.0,Yes,58.0,21.0,46,170,12,40.7128,-74.006,NY,
7,184,Laptop,Footwear,60.0,Los Angeles,Supplier D,Weekly,7.0,636.48,17.8,275.0,Yes,90.0,22.0,3,139,21,34.0522,-118.2437,CA,
3,155,Sneakers,Electronics,252.0,Phoenix,Supplier D,Weekly,10.0,765.8,-2.7,264.0,Yes,98.0,46.0,20,203,16,33.4484,-112.074,AZ,
9,167,Sneakers,Footwear,446.0,Houston,Supplier C,Weekly,14.0,406.48,6.5,39.0,Yes,46.0,34.0,28,254,6,29.7604,-95.3698,TX,
8,194,Sofa,Footwear,2.0,Chicago,Supplier B,Weekly,4.0,406.74,11.4,271.0,Yes,71.0,37.0,22,166,34,41.8781,-87.6298,IL,
4,143,Laptop,Groceries,236.0,Phoenix,Supplier A,Monthly,13.0,295.82,4.4,350.0,No,24.0,37.0,36,57,3,33.4484,-112.074,AZ,
1,130,Laptop,Electronics,336.0,New York,Supplier A,Monthly,11.0,601.77,-3.0,217.0,Yes,11.0,14.0,41,123,41,40.7128,-74.006,NY,
1,157,Sneakers,Furniture,19.0,Los Angeles,Supplier C,Weekly,12.0,930.51,19.4,343.0,Yes,20.0,4.0,1,396,19,34.0522,-118.2437,CA,
1,186,Sneakers,Furniture,482.0,Los Angeles,Supplier D,Weekly,6.0,924.74,-2.0,31.0,Yes,26.0,24.0,14,426,29,34.0522,-118.2437,CA,
1,152,Sofa,Furniture,49.0,Chicago,Supplier C,Weekly,11.0,705.93,0.4,183.0,Yes,97.0,2.0,45,447,32,41.8781,-87.6298,IL,
8,183,Sofa,Electronics,78.0,Houston,Supplier D,Monthly,11.0,907.12,1.5,232.0,No,54.0,1.0,15,137,10,29.7604,-95.3698,TX,
3,178,T-Shirt,Clothing,472.0,Phoenix,Supplier A,Monthly,6.0,963.88,-3.5,246.0,No,77.0,2.0,32,406,27,33.4484,-112.074,AZ,
6,122,Bananas,Electronics,28.0,Phoenix,Supplier C,Quarterly,6.0,797.15,24.0,344.0,Yes,70.0,13.0,18,422,29,33.4484,-112.074,AZ,
3,127,Laptop,Groceries,48.0,Phoenix,Supplier D,Quarterly,2.0,413.75,14.4,134.0,No,55.0,27.0,48,457,13,33.4484,-112.074,AZ,
5,115,Laptop,Footwear,96.0,Houston,Supplier C,Quarterly,5.0,488.39,23.4,30.0,Yes,41.0,17.0,38,250,20,29.7604,-95.3698,TX,
7,136,Sofa,Footwear,165.0,Houston,Supplier B,Quarterly,7.0,931.94,9.7,283.0,No,28.0,45.0,22,57,28,29.7604,-95.3698,TX,
2,120,Sofa,Groceries,458.0,Houston,Supplier C,Monthly,6.0,673.31,10.8,316.0,Yes,76.0,17.0,16,67,27,29.7604,-95.3698,TX,
6,178,T-Shirt,Groceries,433.0,Chicago,Supplier A,Monthly,3.0,822.49,14.6,323.0,Yes,13.0,5.0,11,231,13,41.8781,-87.6298,IL,
6,116,Bananas,Footwear,365.0,Los Angeles,Supplier C,Monthly,11.0,124.95,4.8,307.0,No,34.0,24.0,7,483,25,34.0522,-118.2437,CA,
3,136,T-Shirt,Clothing,176.0,New York,Supplier A,Monthly,12.0,201.96,9.9,223.0,Yes,82.0,8.0,9,244,29,40.7128,-74.006,NY,
6,176,Bananas,Clothing,73.0,Houston,Supplier A,Weekly,5.0,350.67,11.9,286.0,No,30.0,44.0,1,286,15,29.7604,-95.3698,TX,
5,118,Laptop,Clothing,472.0,Los Angeles,Supplier C,Quarterly,13.0,196.36,28.1,279.0,Yes,96.0,9.0,42,121,45,34.0522,-118.2437,CA,
2,129,T-Shirt,Groceries,356.0,Houston,Supplier C,Monthly,8.0,907.4,25.3,277.0,No,98.0,18.0,8,410,45,29.7604,-95.3698,TX,
9,144,Sofa,Footwear,29.0,New York,Supplier C,Monthly,11.0,224.72,-4.8,117.0,No,23.0,16.0,11,456,30,40.7128,-74.006,NY,
8,117,T-Shirt,Footwear,444.0,Houston,Supplier B,Quarterly,5.0,561.61,-8.3,282.0,No,31.0,32.0,5,54,38,29.7604,-95.3698,TX,
3,177,T-Shirt,Footwear,157.0,Los Angeles,Supplier B,Monthly,12.0,94.6,17.2,193.0,No,57.0,40.0,29,288,32,34.0522,-118.2437,CA,
8,161,Laptop,Electronics,314.0,Chicago,Supplier D,Weekly,10.0,163.41,-8.0,191.0,Yes,60.0,39.0,6,278,7,41.8781,-87.6298,IL,
9,135,Sofa,Electronics,304.0,New York,Supplier C,Monthly,3.0,254.94,-7.6,294.0,Yes,89.0,41.0,12,392,35,40.7128,-74.006,NY,
3,199,Sofa,Furniture,279.0,Los Angeles,Supplier D,Quarterly,9.0,983.06,-3.6,139.0,No,20.0,44.0,43,365,33,34.0522,-118.2437,CA,
3,183,Sneakers,Electronics,283.0,Phoenix,Supplier D,Weekly,11.0,799.09,4.1,236.0,Yes,68.0,46.0,39,66,12,33.4484,-112.074,AZ,
2,151,Sneakers,Clothing,479.0,Phoenix,Supplier A,Weekly,3.0,676.82,7.4,348.0,Yes,23.0,32.0,7,270,23,33.4484,-112.074,AZ,
8,118,Sneakers,Clothing,491.0,Phoenix,Supplier D,Quarterly,2.0,917.1,10.8,161.0,Yes,16.0,42.0,44,389,5,33.4484,-112.074,AZ,
1,143,Laptop,Clothing,7.0,Chicago,Supplier C,Quarterly,6.0,956.65,29.7,162.0,No,78.0,48.0,12,13,43,41.8781,-87.6298,IL,
8,106,T-Shirt,Clothing,305.0,Houston,Supplier B,Weekly,8.0,459.04,5.4,137.0,No,67.0,2.0,33,343,44,29.7604,-95.3698,TX,
7,143,Sofa,Furniture,182.0,Houston,Supplier D,Monthly,6.0,334.41,-0.3,201.0,Yes,49.0,38.0,19,124,31,29.7604,-95.3698,TX,
7,167,Sofa,Clothing,109.0,Houston,Supplier D,Quarterly,1.0,322.16,13.0,69.0,Yes,90.0,43.0,36,77,16,29.7604,-95.3698,TX,
3,133,T-Shirt,Groceries,324.0,Chicago,Supplier B,Weekly,8.0,45.37,-1.4,321.0,No,34.0,4.0,19,339,33,41.8781,-87.6298,IL,
1,165,Sofa,Groceries,206.0,Phoenix,Supplier D,Quarterly,1.0,286.84,27.6,64.0,Yes,87.0,5.0,21,24,1,33.4484,-112.074,AZ,
4,168,T-Shirt,Groceries,234.0,Houston,Supplier C,Monthly,9.0,361.5,0.4,88.0,Yes,51.0,37.0,19,35,22,29.7604,-95.3698,TX,
9,154,Laptop,Electronics,426.0,Chicago,Supplier D,Monthly,8.0,46.53,29.6,222.0,Yes,95.0,49.0,43,462,28,41.8781,-87.6298,IL,
5,109,Laptop,Footwear,458.0,Chicago,Supplier A,Weekly,6.0,883.78,6.7,239.0,No,53.0,37.0,9,324,5,41.8781,-87.6298,IL,
